rank,primary_isbn13,publisher,description,price,title,author,age_group,list,date,month_on_list
11,9780307269874,Knopf,"A study of anxiety disorder by the editor of The Atlantic, drawing on research as well as personal experience.",0.0,MY AGE OF ANXIETY,Scott Stossel,,hardcover-nonfiction,2014-02-01,1.0
12,9780385521703,Spiegel & Grau,An Israeli journalist expresses both solidarity with and criticism of his countrymen in this memoir and history.,0.0,MY PROMISED LAND,Ari Shavit,,hardcover-nonfiction,2014-02-01,2.0
13,9781416547860,Simon & Schuster,"The author of “Team of Rivals” explores the relationships between Theodore Roosevelt, William Howard Taft and the muckraking press. ",0.0,THE BULLY PULPIT,Doris Kearns Goodwin,,hardcover-nonfiction,2014-02-01,5.0
14,9780679643753,Random House,A memoir of growing up in a family that immigrated from Leningrad to Queens.,0.0,LITTLE FAILURE,Gary Shteyngart,,hardcover-nonfiction,2014-02-01,1.0
15,9781250038821,St. Martin's,Four hundred color photos of New Yorkers that capture the city’s spirit; based on the documentary blog.,0.0,HUMANS OF NEW YORK,Brandon Stanton,,hardcover-nonfiction,2014-02-01,13.0
16,9780670025817,Viking,The story of the American rowers who pursued gold at the 1936 Berlin Olympic Games. Originally published in 2013.,0.0,THE BOYS IN THE BOAT,Daniel James Brown,,hardcover-nonfiction,2014-02-01,8.0
17,9781585429356,Tarcher/Penguin,Understanding the adolescent mind.,0.0,BRAINSTORM,Daniel J Siegel,,hardcover-nonfiction,2014-02-01,1.0
18,9780767919401,Doubleday,"The events of the summer of 1927: Charles Lindbergh’s trans-Atlantic flight, Babe Ruth’s 60 homers, the great Mississippi flood.",0.0,ONE SUMMER,Bill Bryson,,hardcover-nonfiction,2014-02-01,6.0
19,9780399167249,Blue Rider,The ideologically opposed political consultants discuss their lives and their careers since 1992. ,0.0,LOVE & WAR,James Carville and Mary Matalin,,hardcover-nonfiction,2014-02-01,1.0
20,9780805092806,Times Books,A biography of the legendary college basketball coach.,0.0,WOODEN,Seth Davis,,hardcover-nonfiction,2014-02-01,1.0
1,9780307959478,Knopf,The former defense secretary recounts his experience serving Presidents Bush and Obama during the wars in Iraq and Afghanistan.,0.0,DUTY,Robert M Gates,,hardcover-nonfiction,2014-03-01,5.0
2,9780385349178,Crown Forum,Three decades’ worth of essays from the conservative columnist.,0.0,THINGS THAT MATTER,Charles Krauthammer,,hardcover-nonfiction,2014-03-01,13.0
3,9780316204361,"Little, Brown",How disadvantages can work in our favor; from the author of “The Tipping Point” and “Outliers.” ,0.0,DAVID AND GOLIATH,Malcolm Gladwell,,hardcover-nonfiction,2014-03-01,18.0
4,9780805098549,Holt,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus’ execution.",0.0,KILLING JESUS,Bill O'Reilly and Martin Dugard,,hardcover-nonfiction,2014-03-01,18.0
5,9780805092998,Holt,The New Yorker writer examines the role of man-made influences in causing the planet’s current spasm of plant and animal loss.,0.0,THE SIXTH EXTINCTION,Elizabeth Kolbert,,hardcover-nonfiction,2014-03-01,3.0
6,9780804136754,Crown,An account of Hillary Clinton’s years in the State Department.,0.0,HRC,Jonathan Allen and Amie Parnes,,hardcover-nonfiction,2014-03-01,2.0
7,9780385349949,Knopf,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,0.0,LEAN IN,Sheryl Sandberg with Nell Scovell,,hardcover-nonfiction,2014-03-01,33.0
8,9781595231031,Sentinel,"The story of the Culper spy ring, which aided the American cause during the Revolution. ",0.0,GEORGE WASHINGTON'S SECRET SIX,Brian Kilmeade and Don Yaeger,,hardcover-nonfiction,2014-03-01,9.0
9,9780316322409,"Little, Brown",The Pakistani girl who advocated for women’s education and was shot by the Taliban.,0.0,I AM MALALA,Malala Yousafzai with Christina Lamb,,hardcover-nonfiction,2014-03-01,19.0
10,9780345532831,Ballantine,A memoir explores the relationships between mothers and daughters. ,0.0,GLITTER AND GLUE,Kelly Corrigan,,hardcover-nonfiction,2014-03-01,1.0
11,9781400064168,Random House,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,0.0,UNBROKEN,Laura Hillenbrand,,hardcover-nonfiction,2014-03-01,62.0
12,9781594205460,Penguin Press,Why some of America’s cultural groups are more likely to succeed.,0.0,TRIPLE PACKAGE,Amy Chua and Jed Rubenfeld,,hardcover-nonfiction,2014-03-01,1.0
13,9780062072221,Ecco/HarperCollins,A journalist examines how parenting has changed over the past half-century.,0.0,ALL JOY AND NO FUN,Jennifer Senior,,hardcover-nonfiction,2014-03-01,1.0
14,9781250038821,St. Martin's,Four hundred color photos of New Yorkers.,0.0,HUMANS OF NEW YORK,Brandon Stanton,,hardcover-nonfiction,2014-03-01,13.0
15,9780062267559,Morrow/HarperCollins,The story of an Iraqi interpreter who spent six dangerous years working with American special forces before being brought to safety in America.,0.0,CODE NAME: JOHNNY WALKER,"""Johnny Walker"" with Jim DeFelice",,hardcover-nonfiction,2014-03-01,2.0
16,9780062296313,HarperOne/HarperCollins,"Observations on hooking up, from the ""Real Housewives of Beverly Hills"" star.",0.0,DRINKING AND DATING,Brandi Glanville with Leslie Bruce,,hardcover-nonfiction,2014-03-01,1.0
17,9780393239355,Norton,"How digital technologies will change our lives and the economy, and what we can do to prepare ourselves.",0.0,THE SECOND MACHINE AGE,Erik Brynjolfsson and Andrew McAfee,,hardcover-nonfiction,2014-03-01,1.0
18,9780670025817,Viking,The story of the American rowers who pursued gold at the 1936 Berlin Olympic Games. Originally published in 2013.,0.0,THE BOYS IN THE BOAT,Daniel James Brown,,hardcover-nonfiction,2014-03-01,8.0
19,9780385521703,Spiegel & Grau,An Israeli journalist expresses both solidarity with and criticism of his countrymen in this memoir and history.,0.0,MY PROMISED LAND,Ari Shavit,,hardcover-nonfiction,2014-03-01,2.0
20,9780670025664,Viking,,0.0,LINCOLN'S BOYS,Joshua Zeitz,,hardcover-nonfiction,2014-03-01,1.0
1,9780062265425,It Books,"A co-anchor of ""Nightline"" reports on the science and spiritual basis of meditation and how it has improved his life.",0.0,10% HAPPIER,Dan Harris,,hardcover-nonfiction,2014-04-01,5.0
2,9781476730622,Scribner,The founder of a nonprofit that has built 200 schools around the world discusses how people can do work that matters and achieve their potential.,0.0,THE PROMISE OF A PENCIL,Adam Braun with Carlye Adler,,hardcover-nonfiction,2014-04-01,2.0
3,9781455599738,Grand Central,Humorous travel stories.,0.0,UGANDA BE KIDDING ME,Chelsea Handler,,hardcover-nonfiction,2014-04-01,4.0
4,9780805098549,Holt,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus’ execution.",0.0,KILLING JESUS,Bill O'Reilly and Martin Dugard,,hardcover-nonfiction,2014-04-01,18.0
5,9780316204361,"Little, Brown",How disadvantages can work in our favor; from the author of “The Tipping Point” and “Outliers.” ,0.0,DAVID AND GOLIATH,Malcolm Gladwell,,hardcover-nonfiction,2014-04-01,18.0
6,9781400064168,Random House,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,0.0,UNBROKEN,Laura Hillenbrand,,hardcover-nonfiction,2014-04-01,62.0
7,9780804138536,Crown Forum,"The Fox News Channel host, author of “The Joy of Hate,” denounces the hipster elite and their pop cultural dominance. ",0.0,NOT COOL,Greg Gutfeld,,hardcover-nonfiction,2014-04-01,2.0
8,9780385530828,Doubleday,A theoretical physicist examines research that points to the day when uploading memories will be possible.,0.0,THE FUTURE OF THE MIND,Michio Kaku,,hardcover-nonfiction,2014-04-01,2.0
9,9780060539184,Ecco/HarperCollins,"The first volume of a cultural history, a tie-in to the PBS series, covers the years 1000 B.C. to 1492 A.D.",0.0,THE STORY OF THE JEWS,Simon Schama,,hardcover-nonfiction,2014-04-01,2.0
10,9780385349949,Knopf,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,0.0,LEAN IN,Sheryl Sandberg with Nell Scovell,,hardcover-nonfiction,2014-04-01,33.0
11,9780385349178,Crown Forum,Three decades’ worth of essays from the conservative columnist.,0.0,THINGS THAT MATTER,Charles Krauthammer,,hardcover-nonfiction,2014-04-01,13.0
12,9780670026098,Viking,The actor recalls the Old Hollywood of the 1940s and ’50s.,0.0,YOU MUST REMEMBER THIS,Robert J Wagner with Scott Eyman,,hardcover-nonfiction,2014-04-01,1.0
13,9780307959478,Knopf,The former defense secretary recounts his experience serving Presidents Bush and Obama during the wars in Iraq and Afghanistan.,0.0,DUTY,Robert M Gates,,hardcover-nonfiction,2014-04-01,5.0
14,9780062024237,HarperOne/HarperCollins,A retelling of the life of Christ by a Jesuit priest.,0.0,JESUS,James Martin,,hardcover-nonfiction,2014-04-01,1.0
15,9780316322409,"Little, Brown",The experience of the Pakistani girl who advocated for women’s education and was shot by the Taliban.,0.0,I AM MALALA,Malala Yousafzai with Christina Lamb,,hardcover-nonfiction,2014-04-01,19.0
16,9780385535939,Doubleday,A sports journalist explores the world of Triple-A baseball.,0.0,WHERE NOBODY KNOWS YOUR NAME,John Feinstein,,hardcover-nonfiction,2014-04-01,1.0
17,9781595231031,Sentinel,"The story of the Culper spy ring, which aided the American cause during the Revolution.",0.0,GEORGE WASHINGTON'S SECRET SIX,Brian Kilmeade and Don Yaeger,,hardcover-nonfiction,2014-04-01,9.0
18,9780805092998,Holt,The New Yorker writer examines the role of human influences in the planet’s current spasm of plant and animal loss.,0.0,THE SIXTH EXTINCTION,Elizabeth Kolbert,,hardcover-nonfiction,2014-04-01,3.0
19,9780374228446,"Sarah Crichton/Farrar, Straus & Giroux",A journalist probes the dilemmas faced by working mothers.,0.0,OVERWHELMED,Brigid Schulte,,hardcover-nonfiction,2014-04-01,1.0
20,9781451666199,Atria,,0.0,HOUSE OF OUTRAGEOUS FORTUNE,Michael Gross,,hardcover-nonfiction,2014-04-01,1.0
1,9780393244663,Norton,"The world of high-frequency computer-driven trading, from the author of “Liar’s Poker.”",0.0,FLASH BOYS,Michael Lewis,,hardcover-nonfiction,2014-05-01,8.0
2,9780804140843,Harmony,Personal well-being as the indispensable third measure — with money and power — of success. ,0.0,THRIVE,Arianna Huffington,,hardcover-nonfiction,2014-05-01,3.0
3,9781594205736,Penguin Press,The head coach of the University of Kentucky’s men’s basketball team discusses the college game and his own career.,0.0,PLAYERS FIRST,John Calipari and Michael Sokolove,,hardcover-nonfiction,2014-05-01,2.0
4,9780812993424,Spiegel & Grau,How economic inequality has created separate  systems of justice for the rich and poor.,0.0,THE DIVIDE,Matt Taibbi,,hardcover-nonfiction,2014-05-01,2.0
5,9780062265425,It Books,"A co-anchor of ""Nightline"" reports on the science and spiritual basis of meditation and describes how it has improved his life.",0.0,10% HAPPIER,Dan Harris,,hardcover-nonfiction,2014-05-01,5.0
6,9780805098549,Holt,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus’ execution.",0.0,KILLING JESUS,Bill O'Reilly and Martin Dugard,,hardcover-nonfiction,2014-05-01,18.0
7,9780062114044,HarperOne,A memoir by the Kiss rhythm guitarist.,0.0,FACE THE MUSIC,Paul Stanley,,hardcover-nonfiction,2014-05-01,2.0
8,9780062230621,Harper Business/HarperCollins,"Two journalists interview women in positions of leadership, examine research about confidence and discuss how women can achieve it.",0.0,CONFIDENCE CODE,Katty Kay and Claire Shipman,,hardcover-nonfiction,2014-05-01,3.0
9,9781476753614,Scribner,Essays and stories by a promising young writer who died in a car crash several days after her college graduation in 2012.,0.0,THE OPPOSITE OF LONELINESS,Marina Keegan,,hardcover-nonfiction,2014-05-01,1.0
10,9780385349949,Knopf,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,0.0,LEAN IN,Sheryl Sandberg with Nell Scovell,,hardcover-nonfiction,2014-05-01,33.0
11,9780316204361,"Little, Brown",How disadvantages can work in our favor.,0.0,DAVID AND GOLIATH,Malcolm Gladwell,,hardcover-nonfiction,2014-05-01,18.0
12,9781455599738,Grand Central,Humorous travel stories.,0.0,UGANDA BE KIDDING ME,Chelsea Handler,,hardcover-nonfiction,2014-05-01,4.0
13,9781476773957,Simon & Schuster,The former president denounces discrimination and violence against women. ,0.0,CALL TO ACTION,Jimmy Carter,,hardcover-nonfiction,2014-05-01,1.0
14,9780812993011,Random House,"How managers can develop an environment that promotes creativity, by the co-founder and president of Pixar Animation.",0.0,"CREATIVITY, INC",Ed Catmull with Amy Wallace,,hardcover-nonfiction,2014-05-01,1.0
15,9780674430006,Belknap,A French economist’s analysis of centuries of economic history predicts worsening inequality and proposes solutions.,0.0,CAPITAL IN THE TWENTY-FIRST CENTURY,Thomas Piketty,,hardcover-nonfiction,2014-05-01,8.0
16,9781451685718,Simon & Schuster,The actor's second book of stories and observations.,0.0,LOVE LIFE,Rob Lowe,,hardcover-nonfiction,2014-05-01,1.0
17,9780804138536,Crown Forum,"The Fox News Channel host, author of “The Joy of Hate,” denounces the hipster elite and their pop cultural dominance.",0.0,NOT COOL,Greg Gutfeld,,hardcover-nonfiction,2014-05-01,2.0
18,9781400064168,Random House,"An Olympic runner’s story of survival as a prisoner of the Japanese during World War II. Read by Edward Herrmann. 13 hours, 56 minutes unabridged.",0.0,UNBROKEN,Laura Hillenbrand,,hardcover-nonfiction,2014-05-01,62.0
19,9781118921227,Wiley,,0.0,AN INQUIRY INTO THE NATURE AND CAUSES OF THE WEALTH OF STATES,"Arthur B Laffer, Stephen Moore, Rex A Sinquefield, Travis H Brown",,hardcover-nonfiction,2014-05-01,1.0
20,9781455584376,Grand Central,"The story of the man who lost both his legs to the bomb that exploded near the Boston Marathon Finish line as he cheered his girlfriend, Erin.",0.0,STRONGER,Jeff Bauman with Bret Witter,,hardcover-nonfiction,2014-05-01,1.0
1,9780674430006,Belknap/Harvard University,A French economist’s analysis of centuries of economic history predicts worsening inequality and proposes solutions.,0.0,CAPITAL IN THE TWENTY-FIRST CENTURY,Thomas Piketty,,hardcover-nonfiction,2014-06-01,8.0
2,9780062218339,Morrow/HarperCollins,"How to solve problems creatively, from the authors of “Freakonomics.”",0.0,THINK LIKE A FREAK,Steven D Levitt and Stephen J Dubner,,hardcover-nonfiction,2014-06-01,7.0
3,9781602862562,Weinstein,"The story of a woman kidnapped in Cleveland in 2002, then tortured, who escaped in 2013.",0.0,FINDING ME,Michelle Knight with Michelle Burford Weinstein,,hardcover-nonfiction,2014-06-01,4.0
4,9780804138598,Crown,The former secretary of the Treasury explains the choices he and others made during the financial crisis.,0.0,STRESS TEST,Timothy F Geithner,,hardcover-nonfiction,2014-06-01,2.0
5,9781627790734,Metropolitan/Holt,"The journalist, part of the Guardian team that won a 2014 Pulitzer Prize, presents new material about N.S.A. surveillance and describes his work with Edward Snowden. ",0.0,NO PLACE TO HIDE,Glenn Greenwald,,hardcover-nonfiction,2014-06-01,2.0
6,9781591846772,Portfolio/Penguin,The C.E.O. of a health technology company calls for new business models in the health care industry.,0.0,WHERE DOES IT HURT?,Jonathan Bush with Stephen Baker,,hardcover-nonfiction,2014-06-01,2.0
7,9780316400732,"Little, Brown",A memoir by the great Yankees pitcher. ,0.0,THE CLOSER,Mariano Rivera with Wayne Coffey,,hardcover-nonfiction,2014-06-01,4.0
8,9781455578450,Grand Central,A memoir by the “Good Morning America” anchor.,0.0,EVERYBODY'S GOT SOMETHING,Robin Roberts with Veronica Chambers,,hardcover-nonfiction,2014-06-01,2.0
9,9780393244663,Norton,The world of high-frequency computer-driven trading.,0.0,FLASH BOYS,Michael Lewis,,hardcover-nonfiction,2014-06-01,8.0
10,9781627790529,Metropolitan/Holt,"The Massachusetts senator describes her life, scholarship and battle for a consumer protection agency.",0.0,A FIGHTING CHANCE,Elizabeth Warren,,hardcover-nonfiction,2014-06-01,3.0
11,9780670025190,Viking,A biography of the fourth president and advocate for the Constitution.,0.0,JAMES MADISON,Lynne Cheney,,hardcover-nonfiction,2014-06-01,2.0
12,9780062320407,It Books,"Humorous political observations from the radio and television host, based on his popular podcast. ",0.0,PRESIDENT ME,Adam Carolla,,hardcover-nonfiction,2014-06-01,2.0
13,9781476763538,Howard Books,Anecdotes from the second-oldest son of the Robertson family from the A&E show “Duck Dynasty.”,0.0,GOOD CALL,Jase Robertson with Mark Schlabach,,hardcover-nonfiction,2014-06-01,1.0
14,9781400064168,Random House,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,0.0,UNBROKEN,Laura Hillenbrand,,hardcover-nonfiction,2014-06-01,62.0
15,9780804140843,Harmony,Personal well-being as the indispensable third measure — with money and power — of success. ,0.0,THRIVE,Arianna Huffington,,hardcover-nonfiction,2014-06-01,3.0
16,9780385349949,Knopf,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,0.0,LEAN IN,Sheryl Sandberg with Nell Scovell,,hardcover-nonfiction,2014-06-01,33.0
17,9780062116291,Harper,,0.0,CLOUDS OF GLORY,Michael Korda,,hardcover-nonfiction,2014-06-01,1.0
18,9780316204361,"Little, Brown","How disadvantages can work in our favor, from the author of ""The Tipping Point"" and ""Outliers"".",0.0,DAVID AND GOLIATH,Malcolm Gladwell,,hardcover-nonfiction,2014-06-01,18.0
19,9780062230621,Harper Business/HarperCollins,"Two journalists interview women in positions of leadership, examine research about confidence and discuss how women can achieve it.",0.0,CONFIDENCE CODE,Katty Kay and Claire Shipman,,hardcover-nonfiction,2014-06-01,3.0
20,9780812994261,Random House,"The actor discusses aging, beauty and her personal style.",0.0,LET'S JUST SAY IT WASN'T PRETTY,Diane Keaton,,hardcover-nonfiction,2014-06-01,1.0
1,9781476751443,Simon & Schuster,Clinton’s memoir focuses on her years as secretary of state and her views about the American role in the world.,0.0,HARD CHOICES,Hillary Rodham Clinton,,hardcover-nonfiction,2014-07-01,5.0
2,9781595231123,Sentinel,"Carson, a retired pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems in health and education based on capitalism, not government.",0.0,ONE NATION,Ben Carson with Candy Carson,,hardcover-nonfiction,2014-07-01,8.0
3,9780674430006,Belknap/Harvard University,A French economist’s analysis of centuries of economic history predicts worsening inequality and proposes solutions.,0.0,CAPITAL IN THE TWENTY-FIRST CENTURY,Thomas Piketty,,hardcover-nonfiction,2014-07-01,8.0
4,9781400064168,Random House,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II after his plane went down over the Pacific.,0.0,UNBROKEN,Laura Hillenbrand,,hardcover-nonfiction,2014-07-01,62.0
5,9780062218339,Morrow/HarperCollins,"How to solve problems creatively, from the authors of “Freakonomics.”",0.0,THINK LIKE A FREAK,Steven D Levitt and Stephen J Dubner,,hardcover-nonfiction,2014-07-01,7.0
6,9780316400732,"Little, Brown",A memoir by the great Yankees pitcher. ,0.0,THE CLOSER,Mariano Rivera with Wayne Coffey,,hardcover-nonfiction,2014-07-01,4.0
7,9780393244663,Norton,"The world of high-frequency computer-driven trading; from the author of ""Liar's Poker.""",0.0,FLASH BOYS,Michael Lewis,,hardcover-nonfiction,2014-07-01,8.0
8,9780374298630,"Farrar, Straus & Giroux",The cult-film director hitchhikes across the country.,0.0,CARSICK,John Waters,,hardcover-nonfiction,2014-07-01,1.0
9,9781627790529,Metropolitan/Holt,"The Massachusetts senator on her life, her academic work and her battle for a consumer protection agency.",0.0,A FIGHTING CHANCE,Elizabeth Warren,,hardcover-nonfiction,2014-07-01,3.0
10,9780316322409,"Little, Brown",The experience of the Pakistani girl who advocated for women’s education and was shot by the Taliban.,0.0,I AM MALALA,Malala Yousafzai with Christina Lamb,,hardcover-nonfiction,2014-07-01,19.0
11,9780316204361,"Little, Brown","How disadvantages can work in our favor; by the author of ""The Tipping Point"" and ""Blink.""",0.0,DAVID AND GOLIATH,Malcolm Gladwell,,hardcover-nonfiction,2014-07-01,18.0
12,9781594205224,Penguin Press,"A mathematician shows how his discipline helps us think about problems of politics, medicine and commerce.",0.0,HOW NOT TO BE WRONG,Jordan Ellenberg,,hardcover-nonfiction,2014-07-01,2.0
13,9780805098549,Holt,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus’ execution.",0.0,KILLING JESUS,Bill O'Reilly and Martin Dugard,,hardcover-nonfiction,2014-07-01,18.0
14,9780385349949,Knopf,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,0.0,LEAN IN,Sheryl Sandberg with Nell Scovell,,hardcover-nonfiction,2014-07-01,33.0
15,9781455583638,Center Street,"A Fox News anchor on the challenges his family faced in caring for his son, who has congenital heart disease.",0.0,SPECIAL HEART,Bret Baier with Jim Mills,,hardcover-nonfiction,2014-07-01,1.0
16,9781602862562,Weinstein,"The story of a woman kidnapped in Cleveland in 2002,
then tortured, who escaped in 2013.",0.0,FINDING ME,Michelle Knight with Michelle Burford Weinstein,,hardcover-nonfiction,2014-07-01,4.0
17,9780547719283,Houghton Mifflin Harcourt,,0.0,THE ARSENAL OF DEMOCRACY,A J Baime,,hardcover-nonfiction,2014-07-01,1.0
18,9781439199589,Simon & Schuster,"A biography of the movie star surveys his life, his death and his legend.",0.0,JOHN WAYNE,Scott Eyman,,hardcover-nonfiction,2014-07-01,1.0
19,9781250041685,St. Martin's,"The actress and writer’s memoir of acting on impulse, plotting hoaxes and ignoring boundaries.",0.0,I LIKE YOU JUST THE WAY I AM,Jenny Mollen,,hardcover-nonfiction,2014-07-01,1.0
20,9780062265425,It Books,"A co-anchor of ""Nightline"" reports on the science and spiritual dimensions of meditation, and describes how it has improved his life.",0.0,10% HAPPIER,Dan Harris,,hardcover-nonfiction,2014-07-01,5.0
1,9781400064168,Random House,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,0.0,UNBROKEN,Laura Hillenbrand,,hardcover-nonfiction,2014-08-01,62.0
2,9781621572039,Regnery,A defense of America against the view that its power in the world should be diminished; also a documentary film. ,0.0,AMERICA,Dinesh D'Souza,,hardcover-nonfiction,2014-08-01,5.0
3,9781621573135,Regnery,A journalist describes animosity behind the alliance between the Clinton and Obama families.,0.0,BLOOD FEUD,Edward Klein,,hardcover-nonfiction,2014-08-01,3.0
4,9781594205194,Penguin Press,The author’s experience as Harper Lee’s neighbor.,0.0,THE MOCKINGBIRD NEXT DOOR,Marja Mills,,hardcover-nonfiction,2014-08-01,3.0
5,9781476751443,Simon & Schuster,Clinton’s memoir focuses on her years as secretary of state.,0.0,HARD CHOICES,Hillary Rodham Clinton,,hardcover-nonfiction,2014-08-01,5.0
6,9781595231123,Sentinel,"Carson, a retired pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems in health and education based on capitalism, not government.",0.0,ONE NATION,Ben Carson with Candy Carson,,hardcover-nonfiction,2014-08-01,8.0
7,9780674430006,Belknap/Harvard University,A French economist’s analysis of centuries of economic history predicts worsening inequality and proposes solutions.,0.0,CAPITAL IN THE TWENTY-FIRST CENTURY,Thomas Piketty,,hardcover-nonfiction,2014-08-01,8.0
8,9780062218339,Morrow/HarperCollins,"How to solve problems creatively, from the authors of “Freakonomics.”",0.0,THINK LIKE A FREAK,Steven D Levitt and Stephen J Dubner,,hardcover-nonfiction,2014-08-01,7.0
9,9780316204361,"Little, Brown",How disadvantages can work in our favor.,0.0,DAVID AND GOLIATH,Malcolm Gladwell,,hardcover-nonfiction,2014-08-01,18.0
10,9780316231435,"Little, Brown",The story of a Virginia factory owner’s resistance to offshoring illustrates the effects of globalization on American workers. ,0.0,FACTORY MAN,Beth Macy,,hardcover-nonfiction,2014-08-01,1.0
11,9780316322409,"Little, Brown",The experience of the young Pakistani advocate for women’s education shot by the Taliban.,0.0,I AM MALALA,Malala Yousafzai with Christina Lamb,,hardcover-nonfiction,2014-08-01,19.0
12,9780385349949,Knopf,The chief operating officer of Facebook urges women to pursue their careers without ambivalence.,0.0,LEAN IN,Sheryl Sandberg with Nell Scovell,,hardcover-nonfiction,2014-08-01,33.0
13,9780393244663,Norton,The world of high-frequency computer-driven trading.,0.0,FLASH BOYS,Michael Lewis,,hardcover-nonfiction,2014-08-01,8.0
14,9780425269022,Berkley,"Humorous reflections about life, pop culture and celebrities. ",0.0,DIARY OF A MAD DIVA,Joan Rivers,,hardcover-nonfiction,2014-08-01,3.0
15,9781400069330,Random House,"A portrait of an Englishman known as Elephant Bill who supervised, and came to protect, the elephants employed by a teak company in Burma, and trained them to provide assistance during World War II.",0.0,ELEPHANT COMPANY,Vicki Constantine Croke,,hardcover-nonfiction,2014-08-01,1.0
16,9781602862562,Weinstein,"The story of a woman kidnapped in Cleveland in 2002, then tortured, who escaped in 2013.",0.0,FINDING ME,Michelle Knight with Michelle Burford Weinstein,,hardcover-nonfiction,2014-08-01,4.0
17,9780805098549,Holt,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus’ execution.",0.0,KILLING JESUS,Bill O'Reilly and Martin Dugard,,hardcover-nonfiction,2014-08-01,18.0
18,9780385349178,Crown Forum,Essays and reflections from the recently deceased conservative columnist.,0.0,THINGS THAT MATTER,Charles Krauthammer,,hardcover-nonfiction,2014-08-01,13.0
19,9781594205224,Penguin Press,"A mathematician shows how his discipline helps us think about problems of politics, medicine and commerce.",0.0,HOW NOT TO BE WRONG,Jordan Ellenberg,,hardcover-nonfiction,2014-08-01,2.0
20,9781250020208,St. Martin's,"The story of the daughters of the last czar, who were executed in 1918.",0.0,THE ROMANOV SISTERS,Helen Rappaport,,hardcover-nonfiction,2014-08-01,1.0
1,9781595231123,Sentinel,"Carson, a retired pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems.",0.0,ONE NATION,Ben Carson with Candy Carson,,hardcover-nonfiction,2014-09-01,8.0
2,9780525954187,Dutton,A professor draws on research in neuroscience to explain how organization can help us manage the overwhelming flood of information in our lives.,0.0,THE ORGANIZED MIND,Daniel J Levitin,,hardcover-nonfiction,2014-09-01,3.0
3,9781621572039,Regnery,A defense of America against the view that its power in the world should be diminished; also a documentary film. ,0.0,AMERICA,Dinesh D'Souza,,hardcover-nonfiction,2014-09-01,5.0
4,9780385535373,Doubleday,An 1879 polar voyage gone terribly wrong. ,0.0,IN THE KINGDOM OF ICE,Hampton Sides,,hardcover-nonfiction,2014-09-01,5.0
5,9781455557561,Twelve,"The Wisconsin representative and 2012 Republican vice-presidential nominee analyzes the election, tells his personal story and describes plans to make government “simpler, smaller, smarter.” ",0.0,THE WAY FORWARD,Paul Ryan,,hardcover-nonfiction,2014-09-01,2.0
6,9781476751443,Simon & Schuster,Clinton’s memoir focuses on her years as secretary of state.,0.0,HARD CHOICES,Hillary Rodham Clinton,,hardcover-nonfiction,2014-09-01,5.0
7,9781476702711,Free Press,"A former professor argues that college should be a time for self-discovery and denounces anxious, hoop-jumping students on a track from elite universities to Wall Street. ",0.0,EXCELLENT SHEEP,William Deresiewicz,,hardcover-nonfiction,2014-09-01,2.0
8,9780804139212,Crown Forum,"A reporter divulges details from Secret Service agents about the lives of presidents, ex-presidents and candidates, as well as about the service’s failings. ",0.0,THE FIRST FAMILY DETAIL,Ronald Kessler,,hardcover-nonfiction,2014-09-01,2.0
9,9781400064168,Random House,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,0.0,UNBROKEN,Laura Hillenbrand,,hardcover-nonfiction,2014-09-01,62.0
10,9780804136631,Crown,An account of the British Cold War spy Kim Philby focuses on the two close friends whose trust he betrayed. ,0.0,A SPY AMONG FRIENDS,Ben Macintyre,,hardcover-nonfiction,2014-09-01,1.0
11,9780393244663,Norton,"The world of high-frequency computer-driven trading, from the author of “Liar’s Poker.”",0.0,FLASH BOYS,Michael Lewis,,hardcover-nonfiction,2014-09-01,8.0
12,9780316322409,"Little, Brown",The experience of the young Pakistani advocate for women’s education shot by the Taliban.,0.0,I AM MALALA,Malala Yousafzai with Christina Lamb,,hardcover-nonfiction,2014-09-01,19.0
13,9780316204361,"Little, Brown",How disadvantages can work in our favor.,0.0,DAVID AND GOLIATH,Malcolm Gladwell,,hardcover-nonfiction,2014-09-01,18.0
14,9781621573135,Regnery,A journalist describes animosity behind the alliance between the Clinton and Obama families.,0.0,BLOOD FEUD,Edward Klein,,hardcover-nonfiction,2014-09-01,3.0
